250,Jody Davis,CHC,142,482,536,112,65,30,0,17,47,58,48,5,83,0,4,2,14,1,0,0.232
251,Glenn Hubbard,ATL,142,439,512,102,76,21,0,5,51,39,56,2,54,4,6,7,11,4,3,0.232
252,Charlie Moore,MIL,105,349,386,81,64,13,4,0,35,31,27,0,53,1,1,8,12,4,0,0.232
253,Ron Cey,CHC,145,500,564,116,74,18,2,22,64,63,58,9,106,4,2,0,10,1,1,0.232
254,Ruppert Jones,CAL,125,389,456,90,50,17,2,21,66,67,57,2,82,0,2,8,5,7,4,0.231
255,Don Baylor,NYY,142,477,564,110,62,24,1,23,70,91,52,6,90,24,10,1,10,0,4,0.231
256,Ron Kittle,CHW,116,379,417,87,49,12,0,26,51,58,31,1,92,5,2,0,12,1,4,0.23
257,Buddy Bell,2 Tms,151,560,635,128,85,28,5,10,61,68,67,3,48,1,6,1,24,3,3,0.229
258,Daryl Boston,CHW,95,232,248,53,36,13,1,3,20,15,14,1,44,0,1,1,3,8,6,0.228
259,Pat Sheridan,KCR,78,206,234,47,33,9,2,3,18,17,23,2,38,1,1,3,4,11,3,0.228
260,Brad Komminsk,ATL,106,300,343,68,49,12,3,4,52,21,38,1,71,1,2,2,4,10,8,0.227
261,Candy Maldonado,LAD,121,213,235,48,35,7,1,5,20,19,19,4,40,0,1,2,3,1,1,0.225
262,Tom Nieto,STL,95,253,288,57,45,10,2,0,15,34,26,8,37,3,0,6,9,0,2,0.225
263,Greg Gagne,MIN,114,293,322,66,46,15,3,2,37,23,20,0,57,3,3,3,5,10,4,0.225
264,Manny Trillo,SFG,125,451,505,101,80,16,2,3,36,25,40,0,44,1,2,11,6,2,0,0.224
265,Mike Stenhouse,MIN,81,179,209,40,30,5,0,5,23,21,29,1,18,0,1,0,3,1,0,0.223
266,Butch Wynegar,NYY,102,309,375,69,49,15,0,5,27,32,64,2,43,0,1,1,11,0,0,0.223
267,Darryl Motley,KCR,123,383,408,85,47,20,1,17,45,49,18,2,57,2,5,0,17,6,4,0.222
268,Donnie Scott,SEA,80,185,205,41,24,13,0,4,18,23,15,0,41,0,4,1,3,1,1,0.222
269,Darrell Porter,STL,84,240,284,53,29,12,2,10,30,36,41,6,48,1,2,0,3,6,1,0.221
270,Bob Brenly,SFG,133,440,505,97,61,16,1,19,41,56,57,5,62,2,2,4,6,1,4,0.22
271,Steve Buechele,TEX,69,219,236,48,33,6,3,6,22,21,14,2,38,2,1,0,11,3,2,0.219
272,Dick Schofield,CAL,147,438,496,96,66,19,3,8,50,41,35,0,70,8,3,12,8,11,4,0.219
273,Bobby Meacham,NYY,156,481,566,105,86,16,2,1,70,47,54,1,102,5,3,23,7,25,7,0.218
274,Jackie Gutierrez,BOS,103,275,297,60,51,5,2,2,33,21,12,0,37,0,1,9,9,10,2,0.218
275,Gary Roenicke,BAL,114,225,274,49,25,9,0,15,36,43,44,1,36,0,3,2,5,2,2,0.218
276,Ray Knight,NYM,90,271,290,59,41,12,0,6,22,36,13,1,32,1,5,0,17,1,1,0.218
277,Rick Manning,MIL,79,216,231,47,35,9,1,2,19,18,14,0,19,0,0,1,2,1,0,0.218
278,John Russell,PHI,81,216,234,47,26,12,0,9,22,23,18,0,72,0,0,0,5,2,0,0.218
279,Rick Cerone,ATL,96,282,316,61,49,9,0,3,15,25,29,1,25,1,4,0,15,0,3,0.216
280,George Hendrick,2 Tms,85,297,323,64,44,16,0,4,28,31,22,2,50,0,4,0,15,1,0,0.215
281,Len Matuszek,2 Tms,105,214,242,46,30,8,3,5,33,28,19,2,38,1,7,1,5,2,2,0.215
282,Gorman Thomas,SEA,135,484,574,104,55,16,1,32,76,87,84,6,126,1,3,2,11,3,2,0.215
283,Tim Corcoran,PHI,103,182,219,39,32,6,1,0,11,22,29,4,20,0,7,1,6,0,0,0.214
284,Gerald Perry,ATL,110,238,262,51,43,5,0,3,22,13,23,1,28,0,1,0,7,9,5,0.214
285,Mike Fitzgerald,MON,108,295,341,61,48,7,1,5,25,34,38,12,55,2,5,1,8,5,3,0.207
286,Marvell Wynne,PIT,103,337,363,69,58,6,3,2,21,18,18,2,48,1,0,7,8,10,5,0.205
287,Onix Concepcion,KCR,131,314,349,64,56,5,1,2,32,20,16,0,29,6,1,12,8,4,4,0.204
288,Bruce Benedict,ATL,70,208,237,42,36,6,0,0,12,20,22,1,12,1,2,4,8,0,1,0.202
289,Rich Dauer,BAL,85,208,234,42,33,7,0,2,25,14,20,0,7,1,0,5,9,0,1,0.202
290,Dave Anderson,LAD,77,221,262,44,34,6,0,4,24,18,35,3,42,1,1,4,4,5,4,0.199
291,Julio Cruz,CHW,91,234,270,46,41,2,3,0,28,15,32,0,40,2,1,1,6,8,5,0.197
292,George Wright,TEX,109,363,395,69,54,13,0,2,21,18,25,5,49,0,2,3,9,4,7,0.19
293,Rob Wilfong,CAL,83,217,243,41,34,3,0,4,16,13,16,1,32,0,2,8,0,4,1,0.189
294,Steve Jeltz,PHI,89,196,228,37,32,4,1,0,17,12,26,4,55,0,1,5,6,1,1,0.189
295,Duane Walker,2 Tms,90,180,202,31,19,4,1,7,19,17,21,1,47,1,0,0,3,3,1,0.172
